userCode_x,company,name_x,gender,age,travelCode,from,to,flightType,price_x,time,distance,agency,date_x,userCode_y,name_y,place,days,price_y,total,date_y,dropoffLocation_car,pickupLocation_car,car_Type,Car_rentalAgency,Car_rentalDuration,Car_fuelPolicy,Car_bookingStatus,Car_totalDistance,car_rent_price
355,4You,Debra Bailey,female,61,37325,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,09-02-2021,355,Hotel BD,Natal (RN),1,242.88,242.88,09/02/2021,South Tinastad,New Steventown,Hatchback,Hertz,2,Full-to-Full,Pending,454,4781
355,4You,Debra Bailey,female,61,37328,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,09/23/2021,355,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/23/2021,Stevensmouth,Katiestad,Luxury,Sixt,4,Full-to-Full,Cancelled,97,1289
355,4You,Debra Bailey,female,61,37342,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,12/30/2021,355,Hotel Z,Aracaju (SE),4,208.04,832.16,12/30/2021,Samanthaland,Lake Tammytown,Hatchback,Enterprise,2,Partial,Pending,50,714
355,4You,Debra Bailey,female,61,37344,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,01/13/2022,355,Hotel Z,Aracaju (SE),3,208.04,624.12,01/13/2022,Curtischester,Monroeberg,Hatchback,Sixt,2,Full-to-Full,Cancelled,454,4769
355,4You,Debra Bailey,female,61,37346,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,01/27/2022,355,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/27/2022,Port Jenniferside,Kristinaland,Sedan,Sixt,2,Full-to-Full,Confirmed,164,1873
355,4You,Debra Bailey,female,61,37347,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,02-03-2022,355,Hotel K,Salvador (BH),2,263.41,526.82,02/03/2022,South Mckenziestad,Rayberg,SUV,Sixt,4,Partial,Cancelled,262,2930
355,4You,Debra Bailey,female,61,37348,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,02-10-2022,355,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/10/2022,Amandaport,Mcintoshfort,SUV,Avis,2,Full-to-Full,Cancelled,212,2347
355,4You,Debra Bailey,female,61,37350,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,02/24/2022,355,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/24/2022,Schaeferville,Port Devin,Luxury,Avis,4,Partial,Cancelled,472,5054
355,4You,Debra Bailey,female,61,37359,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,04/28/2022,355,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/28/2022,Lake Garyfurt,Foleytown,Luxury,Sixt,2,Full-to-Full,Confirmed,344,3666
355,4You,Debra Bailey,female,61,37362,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,05/19/2022,355,Hotel Z,Aracaju (SE),3,208.04,624.12,05/19/2022,West Patriciaberg,West Edwardland,SUV,Budget,1,Partial,Cancelled,410,4297
355,4You,Debra Bailey,female,61,37365,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,06-09-2022,355,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/09/2022,Davischester,Davisland,Hatchback,Budget,1,Full-to-Full,Cancelled,481,5003
355,4You,Debra Bailey,female,61,37371,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,07/21/2022,355,Hotel AU,Recife (PE),3,312.83,938.49,07/21/2022,New Brentville,New Johnburgh,SUV,Hertz,4,Prepaid,Cancelled,277,3086
355,4You,Debra Bailey,female,61,37376,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,08/25/2022,355,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/25/2022,Erictown,South Blakehaven,Hatchback,Enterprise,1,Full-to-Full,Pending,312,3281
355,4You,Debra Bailey,female,61,37377,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,09-01-2022,355,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/01/2022,Mckenziechester,Sarahstad,Hatchback,Avis,2,Full-to-Full,Confirmed,314,3378
355,4You,Debra Bailey,female,61,37380,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,09/22/2022,355,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,New Lauren,East Mark,Luxury,Sixt,5,Full-to-Full,Pending,101,1389
355,4You,Debra Bailey,female,61,37390,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,12-01-2022,355,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/01/2022,Port Williamtown,Ryanshire,Luxury,Avis,5,Full-to-Full,Cancelled,112,1495
355,4You,Debra Bailey,female,61,37394,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,12/29/2022,355,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/29/2022,Dixonfort,East Daniel,Luxury,Hertz,2,Prepaid,Confirmed,445,4698
355,4You,Debra Bailey,female,61,37396,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,01-12-2023,355,Hotel BD,Natal (RN),1,242.88,242.88,01/12/2023,Peterbury,East Anthonyland,SUV,Budget,1,Full-to-Full,Confirmed,461,4775
356,4You,Ralph Colunga,none,33,37403,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,10/24/2019,356,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/24/2019,Robertchester,East Monicaport,SUV,Budget,3,Partial,Confirmed,206,2334
356,4You,Ralph Colunga,none,33,37404,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,10/31/2019,356,Hotel AU,Recife (PE),2,312.83,625.66,10/31/2019,Port Jerryland,Clarkestad,SUV,Enterprise,5,Full-to-Full,Cancelled,55,912
356,4You,Ralph Colunga,none,33,37405,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,11-07-2019,356,Hotel Z,Aracaju (SE),3,208.04,624.12,11/07/2019,Port Tina,Port Victor,Hatchback,Enterprise,1,Full-to-Full,Cancelled,461,4780
356,4You,Ralph Colunga,none,33,37410,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,12-12-2019,356,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/12/2019,Stephenshaven,Holmesstad,Luxury,Hertz,4,Partial,Cancelled,189,2209
356,4You,Ralph Colunga,none,33,37412,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,12/26/2019,356,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/26/2019,Wallacefurt,Calvinton,Sedan,Enterprise,1,Partial,Pending,409,4257
356,4You,Ralph Colunga,none,33,37413,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,01-02-2020,356,Hotel Z,Aracaju (SE),2,208.04,416.08,01/02/2020,Deannaville,North Vanessa,SUV,Hertz,5,Full-to-Full,Cancelled,196,2345
356,4You,Ralph Colunga,none,33,37417,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,01/30/2020,356,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/30/2020,South Megan,Schmittburgh,Sedan,Avis,3,Prepaid,Cancelled,260,2898
356,4You,Ralph Colunga,none,33,37418,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,02-06-2020,356,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,Villanuevaside,Jenniferville,Sedan,Sixt,3,Prepaid,Cancelled,134,1614
356,4You,Ralph Colunga,none,33,37419,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,02/13/2020,356,Hotel BD,Natal (RN),2,242.88,485.76,02/13/2020,West Pamelabury,Danielleville,SUV,Budget,5,Prepaid,Pending,320,3561
356,4You,Ralph Colunga,none,33,37421,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,02/27/2020,356,Hotel Z,Aracaju (SE),3,208.04,624.12,02/27/2020,South Paul,Weavertown,SUV,Sixt,2,Prepaid,Confirmed,448,4730
356,4You,Ralph Colunga,none,33,37422,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,03-05-2020,356,Hotel Z,Aracaju (SE),3,208.04,624.12,03/05/2020,East Brianshire,Port Garyborough,SUV,Avis,5,Partial,Pending,128,1640
356,4You,Ralph Colunga,none,33,37423,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,03-12-2020,356,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020,North Patriciatown,Walkerland,Luxury,Enterprise,4,Full-to-Full,Cancelled,182,2155
356,4You,Ralph Colunga,none,33,37424,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,03/19/2020,356,Hotel Z,Aracaju (SE),3,208.04,624.12,03/19/2020,Manuelmouth,North Joshua,Sedan,Budget,1,Full-to-Full,Pending,364,3803
356,4You,Ralph Colunga,none,33,37426,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,04-02-2020,356,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/02/2020,New Martinborough,Port Jorgeburgh,Hatchback,Enterprise,5,Partial,Pending,265,3050
356,4You,Ralph Colunga,none,33,37427,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,04-09-2020,356,Hotel A,Florianopolis (SC),3,313.02,939.06,04/09/2020,Carpenterchester,Port Charles,Sedan,Sixt,4,Partial,Pending,99,1313
356,4You,Ralph Colunga,none,33,37429,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,04/23/2020,356,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/23/2020,Port Savannahchester,New Rachael,Hatchback,Enterprise,2,Prepaid,Confirmed,405,4296
356,4You,Ralph Colunga,none,33,37434,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,05/28/2020,356,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/28/2020,Thorntonport,Bryanfurt,Sedan,Hertz,3,Prepaid,Pending,246,2760
356,4You,Ralph Colunga,none,33,37438,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,06/25/2020,356,Hotel Z,Aracaju (SE),1,208.04,208.04,06/25/2020,South Darren,East Garrett,Sedan,Sixt,2,Partial,Cancelled,465,4892
356,4You,Ralph Colunga,none,33,37440,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,07-09-2020,356,Hotel K,Salvador (BH),3,263.41,790.23,07/09/2020,North Johnside,West Jasonville,Luxury,Enterprise,5,Partial,Cancelled,192,2298
356,4You,Ralph Colunga,none,33,37447,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,08/27/2020,356,Hotel Z,Aracaju (SE),4,208.04,832.16,08/27/2020,Reesetown,East Cynthia,Hatchback,Sixt,3,Full-to-Full,Cancelled,53,796
356,4You,Ralph Colunga,none,33,37451,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,09/24/2020,356,Hotel A,Florianopolis (SC),1,313.02,313.02,09/24/2020,Oscarchester,Michelleside,SUV,Enterprise,1,Prepaid,Confirmed,70,878
356,4You,Ralph Colunga,none,33,37453,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,10-08-2020,356,Hotel BD,Natal (RN),1,242.88,242.88,10/08/2020,New Lindaville,Huntermouth,SUV,Enterprise,5,Partial,Cancelled,309,3482
356,4You,Ralph Colunga,none,33,37457,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,11-05-2020,356,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/05/2020,Whitneychester,West Jill,Luxury,Sixt,3,Full-to-Full,Pending,294,3207
356,4You,Ralph Colunga,none,33,37463,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,12/17/2020,356,Hotel AU,Recife (PE),3,312.83,938.49,12/17/2020,East Victoriastad,Gonzalesburgh,SUV,Avis,5,Partial,Cancelled,248,2880
356,4You,Ralph Colunga,none,33,37464,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,12/24/2020,356,Hotel K,Salvador (BH),2,263.41,526.82,12/24/2020,Miguelchester,Johnsonmouth,Sedan,Sixt,1,Partial,Confirmed,305,3214
356,4You,Ralph Colunga,none,33,37467,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,01/14/2021,356,Hotel A,Florianopolis (SC),1,313.02,313.02,01/14/2021,Port Darinchester,Brianville,Luxury,Budget,5,Prepaid,Confirmed,443,4806
356,4You,Ralph Colunga,none,33,37470,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,02-04-2021,356,Hotel BD,Natal (RN),1,242.88,242.88,02/04/2021,Lake Gloria,Heathershire,Hatchback,Budget,4,Partial,Pending,477,5096
356,4You,Ralph Colunga,none,33,37478,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,04-01-2021,356,Hotel BP,Brasilia (DF),2,247.62,495.24,04/01/2021,Dawnland,Garciabury,Luxury,Avis,2,Partial,Cancelled,255,2763
356,4You,Ralph Colunga,none,33,37479,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,04-08-2021,356,Hotel AU,Recife (PE),4,312.83,1251.32,04/08/2021,Marcusmouth,Bellshire,Sedan,Enterprise,5,Prepaid,Cancelled,315,3524
356,4You,Ralph Colunga,none,33,37485,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,05/20/2021,356,Hotel K,Salvador (BH),2,263.41,526.82,05/20/2021,Port Mariafort,Port Omar,Luxury,Sixt,4,Prepaid,Pending,183,2147
356,4You,Ralph Colunga,none,33,37487,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,06-03-2021,356,Hotel K,Salvador (BH),1,263.41,263.41,06/03/2021,Lake Scottbury,Sandraton,Sedan,Enterprise,4,Partial,Confirmed,53,877
356,4You,Ralph Colunga,none,33,37488,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,06-10-2021,356,Hotel AU,Recife (PE),4,312.83,1251.32,06/10/2021,Kennethmouth,Christinaville,Luxury,Enterprise,5,Prepaid,Cancelled,79,1171
356,4You,Ralph Colunga,none,33,37491,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,07-01-2021,356,Hotel A,Florianopolis (SC),2,313.02,626.04,07/01/2021,Lake Trevor,Jacksonfort,Hatchback,Budget,3,Partial,Cancelled,89,1150
356,4You,Ralph Colunga,none,33,37493,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,07/15/2021,356,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/15/2021,North Michelle,West Emilychester,Hatchback,Sixt,3,Partial,Cancelled,397,4257
356,4You,Ralph Colunga,none,33,37494,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,07/22/2021,356,Hotel BD,Natal (RN),2,242.88,485.76,07/22/2021,West Meganfurt,Tammyborough,SUV,Hertz,2,Full-to-Full,Cancelled,374,3986
357,4You,Kathryn Childress,female,37,37504,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,11-07-2019,357,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/07/2019,Port Autumnview,East Donnamouth,Sedan,Budget,3,Full-to-Full,Confirmed,273,3016
357,4You,Kathryn Childress,female,37,37507,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,11/28/2019,357,Hotel AU,Recife (PE),3,312.83,938.49,11/28/2019,Amandaport,Williamsmouth,SUV,Enterprise,1,Partial,Confirmed,78,940
357,4You,Kathryn Childress,female,37,37510,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,12/19/2019,357,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/19/2019,Dennismouth,Port Hannah,Luxury,Enterprise,5,Full-to-Full,Pending,296,3324
357,4You,Kathryn Childress,female,37,37511,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,12/26/2019,357,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/26/2019,Edwardsview,South Claytonmouth,Luxury,Hertz,3,Full-to-Full,Pending,340,3681
357,4You,Kathryn Childress,female,37,37513,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,01-09-2020,357,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/09/2020,Dixonland,Starkhaven,Luxury,Enterprise,1,Prepaid,Cancelled,114,1300
357,4You,Kathryn Childress,female,37,37514,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,01/16/2020,357,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/16/2020,East Ashleybury,Lake Nathanieltown,Luxury,Avis,1,Partial,Cancelled,58,771
357,4You,Kathryn Childress,female,37,37516,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,01/30/2020,357,Hotel A,Florianopolis (SC),3,313.02,939.06,01/30/2020,Lake Rebeccatown,Brittanyport,Hatchback,Hertz,4,Full-to-Full,Cancelled,353,3845
357,4You,Kathryn Childress,female,37,37520,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,02/27/2020,357,Hotel BD,Natal (RN),3,242.88,728.64,02/27/2020,Brooksshire,New Sonia,Luxury,Enterprise,3,Full-to-Full,Confirmed,431,4603
357,4You,Kathryn Childress,female,37,37522,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,03-12-2020,357,Hotel A,Florianopolis (SC),1,313.02,313.02,03/12/2020,Port Jesse,South Melissatown,Hatchback,Budget,2,Full-to-Full,Cancelled,148,1699
357,4You,Kathryn Childress,female,37,37526,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,04-09-2020,357,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/09/2020,Woodsville,Port Billy,SUV,Budget,1,Full-to-Full,Cancelled,477,4962
357,4You,Kathryn Childress,female,37,37530,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,05-07-2020,357,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/07/2020,Chelsealand,Ashleymouth,Hatchback,Avis,3,Prepaid,Cancelled,270,2990
357,4You,Kathryn Childress,female,37,37535,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,06-11-2020,357,Hotel A,Florianopolis (SC),3,313.02,939.06,06/11/2020,Guerrastad,New Alejandroland,Hatchback,Hertz,5,Prepaid,Pending,276,3155
357,4You,Kathryn Childress,female,37,37536,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,06/18/2020,357,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/18/2020,Theodoreberg,Daltonport,Sedan,Hertz,2,Prepaid,Pending,147,1712
357,4You,Kathryn Childress,female,37,37537,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,06/25/2020,357,Hotel BP,Brasilia (DF),4,247.62,990.48,06/25/2020,Joanton,North Kellyberg,Luxury,Enterprise,3,Partial,Pending,63,898
357,4You,Kathryn Childress,female,37,37540,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,07/16/2020,357,Hotel AU,Recife (PE),4,312.83,1251.32,07/16/2020,Sandraberg,Daltonport,Luxury,Enterprise,5,Partial,Cancelled,331,3682
357,4You,Kathryn Childress,female,37,37546,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,08/27/2020,357,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/27/2020,Hallhaven,Dawnmouth,Luxury,Sixt,1,Prepaid,Cancelled,486,5047
357,4You,Kathryn Childress,female,37,37555,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,10/29/2020,357,Hotel AU,Recife (PE),1,312.83,312.83,10/29/2020,Hansenborough,West Margaret,SUV,Avis,1,Prepaid,Pending,294,3114
357,4You,Kathryn Childress,female,37,37556,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,11-05-2020,357,Hotel BD,Natal (RN),2,242.88,485.76,11/05/2020,Lake Carloston,East Christinashire,Luxury,Hertz,5,Full-to-Full,Cancelled,120,1590
357,4You,Kathryn Childress,female,37,37558,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,11/19/2020,357,Hotel BD,Natal (RN),3,242.88,728.64,11/19/2020,North Fredside,Keithfort,Luxury,Enterprise,3,Full-to-Full,Cancelled,413,4410
357,4You,Kathryn Childress,female,37,37559,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,11/26/2020,357,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/26/2020,Whitemouth,Murphytown,Luxury,Hertz,1,Prepaid,Cancelled,447,4652
357,4You,Kathryn Childress,female,37,37560,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,12-03-2020,357,Hotel BD,Natal (RN),2,242.88,485.76,12/03/2020,Neiltown,North Jodiborough,Sedan,Avis,3,Prepaid,Confirmed,302,3293
357,4You,Kathryn Childress,female,37,37562,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,12/17/2020,357,Hotel A,Florianopolis (SC),3,313.02,939.06,12/17/2020,West Stephanie,Lake Gregoryside,Hatchback,Budget,1,Prepaid,Pending,481,4983
357,4You,Kathryn Childress,female,37,37563,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,12/24/2020,357,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/24/2020,Daniellestad,East Kyleburgh,Sedan,Avis,4,Prepaid,Cancelled,466,5006
357,4You,Kathryn Childress,female,37,37564,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,12/31/2020,357,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/31/2020,North Douglas,Courtneytown,Luxury,Hertz,1,Partial,Cancelled,300,3171
357,4You,Kathryn Childress,female,37,37568,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,01/28/2021,357,Hotel BD,Natal (RN),2,242.88,485.76,01/28/2021,Youngland,South Georgeside,Hatchback,Enterprise,1,Full-to-Full,Cancelled,245,2620
357,4You,Kathryn Childress,female,37,37570,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,02-11-2021,357,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/11/2021,Heatherfort,Tonymouth,Sedan,Hertz,4,Prepaid,Cancelled,188,2227
357,4You,Kathryn Childress,female,37,37577,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,04-01-2021,357,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/01/2021,North Sarahtown,Patrickside,Luxury,Sixt,2,Prepaid,Confirmed,267,2911
357,4You,Kathryn Childress,female,37,37581,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,04/29/2021,357,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/29/2021,South Dylan,Johnberg,Luxury,Avis,4,Prepaid,Confirmed,248,2797
357,4You,Kathryn Childress,female,37,37589,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,06/24/2021,357,Hotel K,Salvador (BH),1,263.41,263.41,06/24/2021,Larsonfort,New Bobbytown,Sedan,Sixt,2,Prepaid,Cancelled,157,1812
357,4You,Kathryn Childress,female,37,37593,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,07/22/2021,357,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021,Johnsonport,Sydneyport,Hatchback,Hertz,1,Full-to-Full,Confirmed,271,2893
357,4You,Kathryn Childress,female,37,37597,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,08/19/2021,357,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/19/2021,Cantutown,Mckenziehaven,Hatchback,Hertz,2,Prepaid,Pending,421,4443
357,4You,Kathryn Childress,female,37,37600,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,09-09-2021,357,Hotel A,Florianopolis (SC),2,313.02,626.04,09/09/2021,Fostermouth,South Melissatown,Sedan,Sixt,5,Partial,Pending,67,1051
357,4You,Kathryn Childress,female,37,37603,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,09/30/2021,357,Hotel BD,Natal (RN),1,242.88,242.88,09/30/2021,Samanthamouth,Troytown,Luxury,Enterprise,5,Prepaid,Confirmed,292,3314
357,4You,Kathryn Childress,female,37,37609,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,11-11-2021,357,Hotel A,Florianopolis (SC),3,313.02,939.06,11/11/2021,South Stephanieborough,East Josephton,Hatchback,Enterprise,5,Partial,Cancelled,73,1124
357,4You,Kathryn Childress,female,37,37610,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,11/18/2021,357,Hotel A,Florianopolis (SC),3,313.02,939.06,11/18/2021,Port Patriciafort,West Chad,Sedan,Avis,4,Prepaid,Cancelled,153,1862
357,4You,Kathryn Childress,female,37,37612,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,12-02-2021,357,Hotel K,Salvador (BH),1,263.41,263.41,12/02/2021,East Arthur,North Ashleystad,Sedan,Sixt,5,Full-to-Full,Cancelled,345,3825
357,4You,Kathryn Childress,female,37,37615,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,12/23/2021,357,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/23/2021,Rodriguezview,Andradefort,Sedan,Avis,3,Prepaid,Confirmed,244,2734
357,4You,Kathryn Childress,female,37,37618,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,01/13/2022,357,Hotel K,Salvador (BH),3,263.41,790.23,01/13/2022,Marquezshire,Warnerland,Hatchback,Avis,5,Prepaid,Cancelled,408,4480
357,4You,Kathryn Childress,female,37,37619,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,01/20/2022,357,Hotel Z,Aracaju (SE),1,208.04,208.04,01/20/2022,North Douglas,Turnerview,SUV,Budget,1,Prepaid,Pending,377,3955
357,4You,Kathryn Childress,female,37,37620,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,01/27/2022,357,Hotel Z,Aracaju (SE),2,208.04,416.08,01/27/2022,Leeborough,Christensenland,SUV,Avis,5,Full-to-Full,Confirmed,217,2561
357,4You,Kathryn Childress,female,37,37621,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,02-03-2022,357,Hotel AU,Recife (PE),2,312.83,625.66,02/03/2022,Stevenston,Turnerfurt,SUV,Avis,2,Partial,Cancelled,400,4237
